name,id,idMovie
Fox Searchlight Pictures,43,16727
Mirabai Films,6235,16727
Wonderland Sound and Vision,4022,272693
CBS Films,5490,272693
Vast Entertainment,42119,272693
Twentieth Century Fox Film Corporation,306,10696
Laurence Mark Productions,415,10696
Columbia Pictures Corporation,441,10696
Glitter Productions,89627,10696
Maroon Entertainment,89628,10696
Gold Circle Films,12026,150202
Hanmac Films,3660,19644
BBC Films,288,29963
Pathé Renn Productions,866,29963
UK Film Council,2452,29963
Screen Australia,7584,29963
Australian Film Finance Corporation (AFFC),8724,29963
Hopscotch Productions,26716,29963
Jan Chapman Pictures,26717,29963
Fox Searchlight Pictures,43,26022
Red Chillies Entertainment,2343,26022
Foxstar,4450,26022
Sudden Storm Productions,6742,152747
FilmNation Entertainment,7493,152747
Treehouse Pictures,14580,152747
Before the Door Pictures,14861,152747
Washington Square Films,14862,152747
Black Bear Pictures,22146,152747
BIM Distribuzione,225,1116
Matador Pictures,707,1116
Diaphana Films,744,1116
Bórd Scannán na hÉireann,1898,1116
Element Films,2274,1116
UK Film Council,2452,1116
Pathé Distribution,3012,1116
Irish Film Board,5267,1116
Tornasol Films,7680,1116
Sixteen Films,12695,1116
Regent Capital,12696,1116
EMC Produktion,19929,1116
Cinéart,19930,1116
TV3 Television Network Ireland,19931,1116
Filmcoopi Zürich,19932,1116
Oil Flick Films No.2,19933,1116
Dharma Productions,19146,185008
Metro-Goldwyn-Mayer (MGM),8411,11620
Lions Gate Films,35,14353
Twisted Pictures,2061,14353
Pana Film,58135,11818
Miramax Films,14,680
A Band Apart,59,680
Jersey Films,216,680
Incorporated Television Company,1155,11176
Henson Associates (HA),24931,11176
Bold Films,2266,242582
Sierra / Affinity,24049,242582
Fox Searchlight Pictures,43,11217
Broken Lizard Industries,2773,11217
Coconut Pete Productions,52949,11217
Twentieth Century Fox Film Corporation,306,15121
Robert Wise Productions,6304,15121
Argyle Enterprises,6305,15121
Touchstone Pictures,9195,2619
Fox Searchlight Pictures,43,773
Bona Fide Productions,2570,773
Big Beach Films,12808,773
Columbia Pictures,5,235
Act III Communications,1153,235
The Body,90896,235
Act III,90897,235
DNA Films,284,170
British Film Council,10889,170
Paramount Pictures,4,10734
Malpaso Company,15298,10734
New Line Cinema,12,28121
Savoy Pictures,11308,28121
Summit Entertainment,491,40807
Mandate Pictures,771,40807
Regency Enterprises,508,10885
Vertigo Entertainment,829,10885
Ozla Pictures,2617,10885
New Regency Pictures,10104,10885
Treehouse Pictures,14580,225565
Bystorm Films,2903,385736
Animal Kingdom,26995,385736
Bow and Arrow Entertainment,37432,385736
Renaissance Films,3102,11971
American Playhouse Theatrical Films,8827,11971
United Artists,60,668
Eon Productions,7576,668
Danjaq,10761,668
New Line Cinema,12,11596
Twentieth Century Fox Film Corporation,306,14429
Grand March Productions,81132,14429
Amy Robinson Productions,81133,14429
Lions Gate Films,35,13751
2929 Productions,846,13751
Out of the Blue... Entertainment,879,13751
Starbucks Entertainment,1708,13751
Cinema Gypsy Productions,5227,13751
Universal Pictures,33,9490
Lionsgate,1632,14536
Edmonds Entertainment Group (EEG),2923,14536
Epidemic Pictures,2924,14536
The Safran Company,11565,14536
Gold Circle Films,12026,14536
Lions Gate Films,35,1359
Edward R. Pressman Film,6455,1359
Muse Productions,15231,1359
Fox Searchlight Pictures,43,9962
Hungry Eye Lowland Pictures B.V.,29602,9962
Flan de Coco Films,29603,9962
Park Ex Pictures,7169,15049
Sortie 22,88298,15049
Chris Brinker Productions,2461,22821
Stage 6 Films,11341,22821
Hyde Park Films,1172,42819
Fox Searchlight Pictures,43,209263
Screen Gems,3287,37735
Olive Bridge Entertainment,7291,37735
Touchstone Pictures,9195,59930
Saturn Films,831,10873
Walt Disney Pictures,2,51588
Rickshaw Productions,2201,51588
Miramax Films,14,23570
The Chess Club,65446,23570
Fox Searchlight Pictures,43,14629
Merchant Ivory Productions,2370,8293
The Criterion Collection,10932,8293
Starburns Industries,32542,291270
Film4,9349,44009
Thin Man Films,10100,44009
France 2 Cinéma,83,1958
Fidélité Productions,147,1958
Le Studio Canal+,183,1958
Centre National de la Cinématographie,310,1958
Gimages 5,818,1958
Mars Films,819,1958
Original Pictures,4234,13154
Warner Bros.,6194,13154
Intermedia Films,763,26618
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,23861,26618
Fade In Films,40002,26618
Focus Features,10146,43923
BBC Films,288,46138
HanWay Films,2395,46138
UK Film Council,2452,46138
Audley Films LLP,5729,46138
Lipsync Productions,9987,46138
Number 9 Films,11752,46138
BMS Finance,11963,46138
Intandem Films,2731,45791
Film4,9349,45791
Number 9 Films,34338,45791
Tiger Aspect Pictures,36201,45791
Father Features,36204,45791
Audley Films,36205,45791
Comptom Investments,36206,45791
Hollywood Pictures,915,26306
Cannon Group,1444,110683
London-Cannon Films,6231,110683
Metro-Goldwyn-Mayer (MGM),8411,110683
Dawn Property Company,78704,110683
Gébéka Films,4621,26963
Cartoon Saloon,23948,26963
Likely Story,1785,198277
Apatow Productions,10105,198277
Exclusive Media Group,11448,198277
Sycamore Pictures,14319,198277
Class 5 Films,2297,7870
City Light Films,136,13072
British Broadcasting Corporation (BBC),3324,153397
Sundance Channel,12574,153397
Endor Productions,12575,153397
Icon Productions,152,30141
Haft Entertainment,1363,30141
Paramount Classics,2315,30141
Airborne Productions,11732,30141
Channel Four Films,181,17044
Intermedia Films,763,17044
Greenpoint Films,12918,17044
Lions Gate Films,35,10288
Astral Media,2743,10288
Anagram Pictures Inc.,4251,10288
Matador Pictures,707,44147
Isle of Man Film,2268,44147
Magic Light Pictures,5644,44147
CinemaNX,5705,44147
Cinema Four,6984,44147
Regent Capital,12696,44147
Entertainment Film Distributors,23164,44147
Lakeshore Entertainment,126,12192
Metro-Goldwyn-Mayer (MGM),8411,12192
Camelot Pictures,11728,12192
Thinkfilm,446,13197
Zentropa Entertainments,76,10913
Nimbus Film Productions,11672,10913
Lucky Punch,43271,10913
Arcadia Motion Pictures,7543,251321
Wanda Visión S.A.,10046,251321
Buffalo Gal Pictures,11517,251321
Bandai Visual Company,528,149
Toho Company,882,149
Mainichi Broadcasting System (MBS),3363,149
Kodansha,6999,149
Tokyo Movie Shinsha (TMS),9155,149
TMS Entertainment,10919,149
Akira Committee Company Ltd.,10920,149
Sumitomo Corporation,10921,149
Eclectic pictures,8056,10425
Millennium Films,10254,10425
Grand Peaks Entertainment,15354,256687
Exchange Peaks Film Capital,29152,256687
Film Invaders,29153,256687
Bona International Film Group,8250,220488
BBC Films,288,1544
Filmstiftung Nordrhein-Westfalen,315,1544
X-Filme Creative Pool,1972,1544
Ealing Studios,2650,1544
Fragile Films,2651,1544
Focus Features,10146,1544
RTL,42272,1544
Cougar Films Ltd.,52728,1544
Minotaur Film Partnership No. 3,52729,1544
Envision Media Arts,19456,374461
Cinelou Films,39644,374461
Shenghua Entertainment,82598,374461
France 2 Cinéma,83,302
Canal Plus,104,302
Fidélité Productions,147,302
Gimages,148,302
FOZ,149,302
Headforce Ltd.,150,302
Tea Shop & Film Company,13161,182873
Handistom Investment,3970,21512
Kings Road Entertainment,4255,21512
Kamisha Corporation,68152,21512
Steamroller Productions,3495,389425
Premiere Entertainment Group,35625,389425
The Zanuck Company,80,403
Majestic Films International,2630,403
Fox 2000 Pictures,711,29461
Edmonds Entertainment Group (EEG),2923,29461
New Line Cinema,12,33542
Golden Harvest Company,2521,33542
Procirep,311,283708
Canal+,5358,283708
One World Films,5725,283708
Pathé,7981,283708
Ciné+,10611,283708
Centre National de la Cinématographie (CNC),18367,283708
Media Programme of the European Community,21972,283708
Backup Media,26590,283708
Cinémage 8,27123,283708
Indéfilms 2,32668,283708
Perceval Pictures,52590,283708
Kaléo Films,52591,283708
Jouror Développement,52592,283708
B Media 2012,52593,283708
SofiTVCiné,52594,283708
Dévelopimage 2,52595,283708
Ciclic - Région Centre,52596,283708
Fox Searchlight Pictures,43,9388
Room 9 Entertainment,3567,9388
Lions Gate Films,35,1691
Next Entertainment,1633,1691
Screen Gems,3287,1691
BBC Films,288,24684
Epsilon Motion Pictures,1171,2610
Hyde Park Films,1172,2610
Shopgirl,1173,2610
Touchstone Pictures,9195,2610
Orion Pictures,41,11308
Woodfall Film Productions,1980,11308
Filmline Productions,25580,11308
Paramount Pictures,4,11022
Lions Gate Films,35,11022
Cruise/Wagner Productions,44,11022
Parallel Films,5122,15365
Miramax Films,14,12569
BBC Films,288,24356
Intermedia Films,763,24356
BBC Films,288,2577
Chrysalis Films,8717,73873
Wells & Jeta Entertainment,44067,312113
Yash Raj Films,1569,14165
Sony Pictures Classics,58,2011
Procirep,311,2011
Soficinéma,312,2011
France 3 Cinéma,591,2011
Diaphana Films,744,2011
Sofica Europacorp,854,2011
Celluloid Dreams,860,2011
The Kennedy/Marshall Company,862,2011
Région Ile-de-France,11246,2011
Centre National de la Cinématographie (CNC),18367,2011
Fondation GAN pour le Cinéma,23677,2011
2.4.7. Films,62546,2011
French Connection Animations,84592,2011
Société des Producteurs de L'Angoa,84593,2011
Bold Films,2266,45650
BenderSpink,6363,45650
Constantin Film Produktion,5755,7735
Bold Films,2266,301365
Amazon Studios,20580,301365
Vendian Entertainment,50481,301365
Space Rocket Nation,67574,301365
HanWay Films,2395,25941
UK Film Council,2452,25941
Marv Films,5374,25941
Code Productions,4897,29064
Fox Searchlight Pictures,43,7326
Mandate Pictures,771,7326
Odyssey Media,17161,326284
Rodin Entertainment,23283,326284
Ace Film Company,56343,326284
Chunqiu Time Culture Co.,56344,326284
United Artists,60,681
Eon Productions,7576,681
Danjaq,10761,681
Paramount Pictures,4,238
Alfran Productions,10211,238
Paramount Pictures,4,535
Fox Searchlight Pictures,43,19913
Watermark,4364,19913
Dune Entertainment III,6332,19913
New South Wales Film & Television Office,418,713
The Australian Film Commission,5186,713
CiBy 2000,7832,713
Jan Chapman Productions,14089,713
Extension 765,8850,77930
Iron Horse Entertainment (II),34981,77930
Village Roadshow Pictures,79,10727
Revolution Studios,497,10727
Distant Corners Entertainment Group Inc.,21838,10727
Blue Star Productions,21839,10727
Morningstar Films,21840,10727
United Artists,60,253
Eon Productions,7576,253
Danjaq,10761,253
Alcon Entertainment,1088,17908
Warner Bros.,6194,17908
Universal Pictures,33,8390
StudioCanal,694,8390
Working Title Films,10163,8390
Ringerike Erste Filmproduktion,49123,8390
TriStar Pictures,559,57119
Stage 6 Films,11341,57119
Sony Pictures Worldwide Acquisitions (SPWA),14577,57119
TDJ Enterprises / New Dimensions Entertainment,71959,57119
Our Stories Films,71960,57119
2929 Productions,846,3291
Participant Productions,2030,3291
Warner Independent Pictures (WIP),11509,3291
Davis Films,14175,3291
Section Eight Productions,14315,3291
Redbus Pictures,20451,3291
Tohokushinsha,51850,3291
Sony Pictures Classics,58,398
Cooper's Town Productions,213,398
Eagle Vision Inc.,214,398
Manitoba Film and Video Production Tax Credit,11715,398
Province of British Columbia Production Services Tax Credit,12200,398
Infinity Media,54280,398
A-Line Pictures,54281,398
Columbia Pictures,5,8068
Los Hooligans Productions,11705,8068
Metro-Goldwyn-Mayer (MGM),8411,10803
United Artists,60,682
Eon Productions,7576,682
Danjaq,10761,682
Silver Pictures,1885,10117
Lorimar Motion Pictures,1887,10117
Celador Films,3573,9392
Pathé,7981,9392
Northmen Productions,45785,9392
IMAX,3447,24977
Twentieth Century Fox Film Corporation,306,79316
Davis Entertainment,1302,79316
TSG Entertainment,22213,79316
Miramax Films,14,2074
Lions Gate Films,35,1696
Cinerenta Medienbeteiligungs KG,995,1696
Firm Films,1838,1696
Cinelamda Internationale Filmproduktionsgesellschaft,45966,1696
Forest Whitaker's Significant Productions,14638,308639
Revolt Films,15495,308639
IamOTHER Entertainment,58445,308639
Suntaur Entertainment Company,4380,22314
Universal Pictures,33,2662
Spectacle Entertainment Group,10370,2662
Mike Zoss Productions,2092,12573
Studio Canal,5870,12573
Relativity Media,7295,12573
Focus Features,10146,12573
Working Title Films,10163,12573
K5 International,6715,44718
Zanuck Independent,6716,44718
David Gundlach Productions,6717,44718
New World Pictures,1950,11342
Relativity Media,7295,241771
Homegrown Pictures,8840,241771
Black Entertainment Television (BET),42321,241771
Relativity Sports,86115,241771
Undisputed Cinema,86116,241771
Depth of Field,1473,34653
Artina Films,2394,34653
Fade to Black Productions,9351,34653
Universal Pictures,33,11051
Cineplex-Odeon Films,5231,11051
Miramax Films,14,14578
Eagle Beach Productions,8014,14578
Showtime Australia,2948,9555
Australian Film Finance Corporation (AFFC),8724,9555
Rumbalara Films,57623,9555
Olsen Levy,57624,9555
The Weinstein Company,308,15581
Dimension Films,7405,15581
Metro-Goldwyn-Mayer (MGM),8411,15581
Entertainment,7676,13006
Muse Productions,15231,13006
Challenge Film Corporation,75037,13006
XYZ Funding N.V.,75038,13006
3Mark Entertainment,3208,16651
Yash Raj Films,1569,4251
Sony Pictures Classics,58,12400
Scott Free Productions,1645,39053
Sony Pictures Classics,58,14112
Propaganda Films,278,14112
Good Machine,10565,14112
The Weinstein Company,308,12271
L.I.F.T. Production,1305,12271
Holly Wiersma Productions,21856,12271
BBC Films,288,71859
Oscilloscope Laboratories,4748,71859
Impact Productions LLC,10283,226354
Pinewood Studios,19404,226354
Big Book Media,36988,226354
EchoLight Studios,39281,226354
Tijuana Productions,5337,33676
Tiberius Film Productions,5338,33676
Mockingbird Pictures,1092,37080
Everest Entertainment,10892,37080
Associated General Films,4377,25388
Sir Lew Grade,11985,25388
Canal Plus,104,11687
Gaumont International,7961,11687
France 3 Cinema,16804,11687
American Zoetrope,70,39210
Focus Features,10146,39210
Pathé!,35461,39210
Tohokushinsha,51850,39210
101st Street Films,54684,31535
DRO Entertainment,7507,44835
The Last Picture Company,8869,44835
CatchPlay,8870,44835
Corner Store Entertainment,8871,44835
Filmula,8872,44835
Handsomecharlie Films,8873,44835
American Work,42325,44835
Dreamagine Entertainment,49731,44835
BBC Films,288,192134
Isle of Man Film Commission,8719,192134
Recorded Picture Company (RPC),11561,192134
Pinewood Studios,19404,192134
Epsilon Motion Pictures,1171,1956
Tango Films,32598,1956
My Cactus,32599,1956
British Broadcasting Corporation (BBC),15278,24985
Double Feature Films,215,306745
Endgame Entertainment,1205,306745
High Frequency Entertainment,52053,306745
Wild Bunch,856,47088
Likely Story,1785,47088
Tax Credit Finance,3782,47088
3 Arts Entertainment,36390,47088
Lenfilm Studio,27593,110402
Sever Studio,69586,110402
Kanal Russia 1,69587,110402
Immortal Thoughts,4624,27004
Three Good Men,22712,27004
Reeleyes Film,1207,15013
Wah Film Productions Ltd.,3008,15013
Scion Films,7419,15013
Loma Nasha,7646,15013
Franchise Pictures,1403,8374
Brood Syndicate,11342,8374
B.D.S. Productions Inc.,20088,8374
Pegasus Motion Pictures,6950,277519
American Zoetrope,70,78381
Bazelevs Production,1038,164372
Crest Animation Production,6575,294512
LionsGate,7571,294512
Warner Bros.,6194,8879
Malpaso Company,15298,8879
Metro-Goldwyn-Mayer (MGM),8411,13001
Kawoosh! Productions DTV I,72565,13001
Gramercy Pictures,37,9571
Alphaville Productions,6556,9571
The Criterion Collection,10932,9571
Disney Channel,3213,13649
NeeNee Productions,50490,334527
Capacity Pictures,50491,334527
May Day Movies,50492,334527
Lawrence Bender Productions,2253,13919
El Camino Pictures,2839,13919
Go Fish Pictures,2840,13919
Cobalt Media Group,18619,14576
Judgement Pictures,55630,14576
Hammond Entertainment,55631,14576
A Bigger Boat,5855,82505
Relativity Media,7295,82505
FilmNation Entertainment,7493,82505
TS Productions,313,46738
Micro scope,7272,46738
Phi Group,7273,46738
Fandango,2441,38970
Medusa Film,6246,38970
Tele+,15139,38970
Vice Versa Film,34529,38970
Premiere Picture,3870,41009
Irish Film Board,5267,41009
Parallel Film Productions,16486,41009
The Weinstein Company,308,7347
Zazen Produções,2427,7347
Estúdios Mega,2430,7347
Quanta Centro de Produções Cinematográficas,2432,7347
Costa Films,10187,7347
Posto 9,47043,7347
Feijão Filmes,47044,7347
Universal Pictures do Brasil,47046,7347
New Line Cinema,12,250546
The Safran Company,11565,250546
Evergreen Media Group,31375,250546
RatPac-Dune Entertainment,41624,250546
Columbia Pictures Corporation,441,650
Columbia Pictures Corporation,441,16620
New Visions Pictures,15117,16620
Universal Pictures,33,25113
Filmways Pictures,1138,11033
Cinema 77 Films,10317,11033
Walt Disney Pictures,2,34723
Columbia Pictures,5,9430
Sony Pictures,34,8998
Universal Pictures,33,10514
Destination Films,769,10496
MTM Cineteve,740,1591
Bavaria Film,1704,1591
Constantin Film Produktion,5755,1591
Media Cooperation One,24212,1591
HanWay Films,2395,76025
UK Film Council,2452,76025
Alliance Films,2514,76025
See-Saw Films,7217,76025
Film4,9349,76025
Lipsync Productions,9987,76025
Sony Pictures Classics,58,4836
Marv Films,5374,4836
Scott Free Productions,1645,87499
Killer Films,1422,18923
Hart-Sharp Entertainment,11351,18923
Filmfabriken Baltic Sea AB,4552,26665
Oscilloscope Laboratories,4748,28089
T.H.E. Films,668,62255
Phoenix Wiley,7316,62255
Eden Films,18083,62255
Becker International,1915,5708
Claraflora,1916,5708
EM Media,1917,5708
NorthSee,1918,5708
"Weinstein Company, The",7289,5708
Orion Pictures,41,218
Pacific Western,1280,218
Hemdale Film,3952,218
Cinema 84,4764,218
Euro Film Funding,7745,218
WDR,46,338
Arte,201,338
X-Filme Creative Pool,1972,338
BBC Films,288,21641
Columbia Pictures Corporation,441,21641
Screen Yorkshire,2690,21641
Left Bank Pictures,5340,21641
Screen Yorkshire Production Fund,11560,21641
Hemdale Film Corporation,469,10925
Fox Films Ltd.,4763,10925
Cinema 84,4764,10925
Gramercy Pictures,37,2293
Alphaville Films,11462,2293
View Askew Productions,16934,2293
Paramount Pictures,4,621
Robert Stigwood Organization (RSO),3978,621
Orion Pictures,41,792
Hemdale Film Corporation,469,792
BIM Distribuzione,225,1777
Fellowship Adventure Group,8734,1777
Twentieth Century Fox Film Corporation,306,642
Campanile Productions,381,642
Newman-Foreman Productions,382,642
Walt Disney Productions,3166,433
Paramount Pictures,4,16619
Wildwood Enterprises,316,16619
United Artists,60,1725
Seven Arts,8268,1725
Mirisch Pictures,90571,1725
Orion Pictures,41,11977
Warner Bros.,6194,11977
MTV Films,746,16158
Blue Parrot Productions,361,629
Bad Hat Harry Productions,9168,629
New Line Cinema,12,10160
Tapestry Films,870,11452
Artisan Entertainment,2188,11452
Saturn Films,831,12163
Wild Bunch,856,12163
Protozoa Pictures,7503,12163
Top Rope,7504,12163
The Selznik Studio,62,32275
Vanguard Films,614,32275
Castle Rock Entertainment,97,13785
AVCO Embassy Pictures,494,1103
Goldcrest Films International,500,1103
International Film Investors,502,1103
City Film,664,1103
Columbia Pictures,5,36739
40 Acres & A Mule Filmworks,4319,36739
Revolution Studios,497,14144
TriStar Pictures,559,14144
Golden Harvest Company,2521,10622
Castle Rock Entertainment,97,13370
Night Light Films,3344,11191
The Samuel Goldwyn Company,8888,11191
Paramount Pictures,4,10215
Miramax Films,14,10215
Intermedia Films,763,10215
Mirage Enterprises,932,10215
40 Acres & A Mule Filmworks,4319,25066
Savoy Pictures,11308,25066
Fox Searchlight Pictures,43,1523
Cowboy Films,245,1523
DNA Films,284,1523
Scottish Screen,698,1523
UK Film Council,2452,1523
Filmfour,6705,1523
Slate Films,20369,1523
Tatfilm,20370,1523
Trans Pacific Films,4351,11361
Castle Rock Entertainment,97,92591
Horsethief Pictures,6352,92591
Mandalay Vision,6667,92591
Wind Dancer Productions,8116,92591
Detour Filmproduction,11510,92591
3D Entertainment,5313,57612
Gavin McKinney Underwater Productions,5314,57612
Fred Berner Films,89312,12509
Zeke Productions,89425,12509
Paramount Pictures,4,15256
CBS Films,5490,83686
Also Known As Pictures,12545,83686
NALA Films,2088,80304
Gary Sanchez Productions,4740,80304
Lions Gate,6644,80304
Lucky Monkey Pictures,11093,28053
CineSon Entertainment,16647,28053
Filmsmith Productions,61416,28053
Medici Entertainment,61417,28053
Gremi Film Production,61418,28053
UK Film Council,2452,67913
Crescendo Productions,3314,67913
Element Pictures,3353,67913
Irish Film Board,5267,67913
Prescience,6901,67913
Reprisal Films,7308,67913
Aegis Film Fund,7309,67913
Metro-Goldwyn-Mayer (MGM),8411,13991
American Zoetrope,70,1443
Miramax Films,14,8545
The Jacobson Company,3638,19556
Double Feature Films,215,231576
Wild Bunch,856,231576
Worldview Entertainment,9015,231576
New Regency Pictures,10104,16172
Taurus Film,20555,16172
Polar Entertainment Corporation,62072,16172
New Line Cinema,12,13403
Killer Films,1422,13403
Davis Films,14175,15797
Freestone Pictures,89388,15797
Dalia Films,72861,347764
Lions Gate Films,35,13537
Cruise/Wagner Productions,44,13537
Baumgarten Merims Productions,14652,13537
Numb Gums Production Inc.,3840,20794
i5 Films,26927,31064
Headquarters,42932,31064
Warner Brothers/Seven Arts,4051,576
SBK Pictures,11665,13990
Occupant Entertainment,25838,13990
United Artists,60,11583
Starling Films,23126,11583
Company Pictures,11842,18602
Les Films 21,1113,27549
Republic Pictures,1432,27549
McCreary Entertainment,79538,59728
Angel City Pictures,79539,59728
Irish Dreamtime,597,32395
Silverwood Films,2293,32395
Tax Credit Finance,3782,32395
Oceana Media Finance,4634,32395
Barbarian Films,6563,32395
IDG China Media,37041,58882
Firm Films,1838,7547
Bold Films,2266,7547
Holly Wiersma Productions,21856,7547
Twentieth Century Fox Film Corporation,306,42222
Firm Films,1838,9282
Media 8 Entertainment,2226,9282
MDP Worldwide,10828,9282
Signature Pictures,2982,38940
MDP Worldwide,10828,38940
Pomarance Corporation,10829,38940
Animus Films,4135,35689
StudioCanal,694,97614
Mutual Film Company,762,97614
2929 Productions,846,97614
Magnolia Pictures,1030,97614
Madhouse Entertainment,12199,97614
Octagon Films,1266,37206
Sepia Films,10969,37206
North by Northwest Entertainment,1804,58626
Universal Pictures,33,837
Famous Players Ltd,541,837
Guardian Trust Company,542,837
Filmplan International II,543,837
Mate Producciones S.A.,732,1555
Worldview Entertainment,9015,244783
Max TV,11301,16564
Prime Time,11931,16564
Isabella Films B.V.,12045,16564
Fu Works,12046,16564
Isabella Films,12047,16564
Final Cut Productions,3120,168027
The Matthau Company,52324,168027
Les Productions Artistes Associés,64,3482
Les Films Ariane,7110,3482
Dear Film Produzione,11929,3482
The Weinstein Company,308,8982
Sahamongkol Film International,6018,8982
Vivendi,8211,8982
Fox Searchlight Pictures,43,455
Kintop Pictures,1490,455
Filmförderung Hamburg,2406,455
UK Film Council,2452,455
360 Pictures,2894,14351
Dribble Productions,2895,14351
Platinum Equity,2896,14351
Filmax,3631,10664
Universal Pictures,33,9277
Twentieth Century Fox Film Corporation,306,9443
Warner Bros.,6194,9443
Enigma Productions,7049,9443
The Ladd Company,7965,9443
"Allied Stars, Ltd.",8770,9443
Lions Gate Films,35,16186
Fine Line Features,8,7863
Australian Film Finance Corporation (AFFC),8724,7863
Film Victoria,11840,7863
South Australian Feature Film Company,41999,7863
Voltage Pictures,10255,138697
Ram Bergman Productions,11092,138697
HitRecord Films,14578,138697
Universal Pictures,33,11901
Malpaso Productions,171,11901
United Artists,60,1548
Jersey Films,216,1548
Granada Film Productions,247,1548
Capitol Films,826,1548
Mr. Mudd Production,2130,1548
Miramax Films,14,11889
BBC Films,288,11889
Intermedia Films,763,11889
Marimark Productions,1010,33155
France 2 Cinéma,83,5528
Galatée Films,793,5528
Pathé Renn Productions,866,5528
Novo Arturo Films,1168,5528
Vega Film,8138,5528
icon,4096,321
Lions Gate Films,35,4997
Universal Pictures,33,925
40 Acres & A Mule Filmworks,4319,925
Lions Gate Films,35,27451
Worldwide Media,21097,27451
Eskwad,616,979
StudioCanal,694,979
Wild Bunch,856,979
Les Cinémas de la Zone,1157,979
Nord-Ouest Productions,4176,979
Canal+,5358,979
120 Films,19233,979
Warner Bros.,6194,193722
Yoshimoto Kogyo Company,11629,193722
Flicks Motion Pictures,2319,7913
UTV Motion Pictures,2320,7913
Mandalay Vision,6667,51995
Ascot Elite Home Entertainment,14576,13173
Nordisk Film,235,70670
Yellow Bird Films,5746,70670
Friland Produksjon,8246,70670
ARD Degeto Film,10947,70670
Irish Film Board,5267,84204
Samson Films,11571,84204
Forward Films,17748,84204
High Treason Productions,21597,84204
Nvizible,51929,84204
Alliance Atlantis Communications,803,25248
Amaze Film + Television,15689,25248
Running Miracles Productions,64570,25248
Maipo Film- og TV Produksjon,2009,230266
Rastar Pictures,2070,16633
Sony Pictures,34,91586
FilmDistrict,7263,91586
Lions Gate Films,35,215
Got Films,1053,215
Twisted Pictures,2061,215
Evolution Entertainment,23019,215
Saw 2 Productions,64651,215
Paramount Pictures,4,333371
Bad Robot,11461,333371
Spectrum Effects,78177,333371
Paramount Pictures,4,9012
MTV Films,746,9012
Dickhouse Productions,6328,9012
Lynch Siderow Productions,90661,9012
New Line Productions,8781,345911
Matter Productions,13554,345911
Atomic Monster,76907,345911
Paramount Pictures,4,72571
Blumhouse Productions,3172,72571
Room 101,6302,72571
Solana Films,21223,72571
Universal Pictures,33,242512
Dentsu Inc.,1778,242512
Platinum Dunes,2481,242512
Media Rights Capital,2531,242512
Blumhouse Productions,3172,242512
Fuji Television Network,3341,242512
Hasbro Studios,22826,242512
5150 Action,47354,242512
White Noise Factory,88762,242512
New Line Cinema,12,10072
Smart Egg Pictures,1531,10072
Filmax,3631,211954
Signature Entertainment,23770,211954
Pinema,47231,211954
Pantelion Films,58399,211954
Paramount Pictures,4,82990
Blumhouse Productions,3172,82990
Room 101,6302,82990
Solana Films,21223,82990
Twentieth Century Fox Film Corporation,306,29912
United Artists,60,11843
Jewel Productions,10257,11843
Pimlico Films,10258,11843
Incorporated Television Company (ITC),15980,11843
New Line Cinema,12,11284
Newmarket Films,28,504
Walt Disney Productions,3166,173
Blumhouse Productions,3172,227348
Room 101,6302,227348
Solana Films,21223,227348
Brooksfilms,5612,1955
Universal Studios,13,152532
Universal Pictures,33,152532
Voltage Pictures,10255,152532
Truth Entertainment,19631,152532
Lionsgate,1632,243940
Blumhouse Productions,3172,243940
Chapter One Films,55265,243940
Summit Entertainment,491,77
Newmarket Capital Group,506,77
Team Todd,598,77
I Remember Productions,34446,77
Intrepid Pictures,1224,157547
Blumhouse Productions,3172,157547
Relativity Media,7295,157547
WWE Studios,10339,157547
MICA Entertainment,24510,157547
The Weinstein Company,308,2295
View Askew Productions,16934,2295
BBC Films,288,71
Tiger Aspect Productions,686,71
StudioCanal,694,71
Arts Council of England,718,71
Working Title Films,10163,71
WT2 Productions,10462,71
Fox Searchlight Pictures,43,147773
Odd Lot Entertainment,3263,147773
Sycamore Pictures,14319,147773
Cambridge Productions,4293,24266
Walt Disney Pictures,2,16508
Butcher's Run Productions,1257,2895
Paramount Pictures,4,15660
The Weinstein Company,308,59968
Likely Story,1785,59968
Big Beach Films,12808,59968
Yuk Films,19749,59968
Forecast Pictures,12686,323677
Solofilms,50083,323677
JoBro Productions & Film Finance,50084,323677
Trinity Race,78218,323677
New Line Cinema,12,19848
Universal Pictures,33,256274
Legendary Pictures,923,256274
Brothers Dowdle Productions,66930,256274
Lionsgate,1632,235271
Codeblack Entertainment,35327,235271
Killer Films,1422,284293
Big Indie Pictures,6831,284293
Backup Media,26590,284293
BSM Studio,28361,284293
Twentieth Century Fox Film Corporation,306,24973
Universal Pictures,33,21610
Martin Poll Productions,3986,21610
The Production Company,3987,21610
Paramount Pictures,4,10283
Sean S. Cunningham Films,17611,10283
Horror Inc.,62948,10283
Home Box Office (HBO),3268,8346
Playtone,4171,8346
Gold Circle Films,12026,8346
Ontario Film Development Corporation,22210,8346
MPH Entertainment Productions,95018,8346
RabbitBandini Productions,8924,122081
Division Films,14036,122081
Pop Films,14531,122081
Radar Pictures,14718,122081
Muse Productions,15231,122081
MJZ,17719,122081
O' Salvation,26676,122081
Iconoclast,78780,122081
